Jour,Phrase,Position,Score
10,"Bien, M. le Président, avec un immense plaisir.",POSITIVE,0.951070249080658
10,"Bon, ça, ce serait dépersonnaliser.",NEGATIVE,0.9389976859092712
10,"Alors, comme dans la section à l'article 28, il était dans la section que j'appelais, bon, en tout respect, là, rebuts.",NEGATIVE,0.9411637187004089
10,"Parfait, ça, ça répond au premier volet.",POSITIVE,0.9669163823127747
10,"Exactement, tout à fait.",POSITIVE,0.9661198258399963
10,"J'ai fini avec le renseignement, je n'en ai plus besoin, on n'en a plus besoin.",NEGATIVE,0.9851441383361816
10,"On se débarrasse de ça, on le détruit, il est mort, il n'existe plus, plus d'enjeu.",NEGATIVE,0.9749724268913269
10,Anonymise pour des fins d'intérêt public...,NEGATIVE,0.9395122528076172
10,"Alors, M. le Président, si le... ...avec les meilleures pratiques, assure-toi que ce soit... Non, mais ça, on le voit plus loin, mais si le député veut amender l'article dans ce sens-là, moi, je n'ai pas d'enjeu, là.",NEGATIVE,0.9048251509666443
10,"Ça m'apparaît être une évidence, mais je n'ai pas d'enjeu à le préciser, là.",NEGATIVE,0.9827421307563782
10,"Ce qui nous amène dans les univers que j'ai expliqués au collègue, à savoir si on est dans un contexte comme à l'ISQ, par exemple, qui permet, effectivement, d'aller chercher un niveau d'anonymisation qui est irréversible, parce qu'il n'y a pas de possibilité d'aller à l'extérieur puis de reconfigurer le renseignement, ou dans un contexte d'utilisation d'un organisme public qui, à ce moment-là, nous amène peut-être un... qui ne nous amène pas au même niveau, mais qui... la loi les oblige quand même à aller aussi loin que possible dans l'anonymisation.",POSITIVE,0.9307748079299927
10,Sur le fait de l'utilisation?,NEGATIVE,0.9147767424583435
10,"Bien, il n'y en a pas.",NEGATIVE,0.9334139823913574
10,"Puisqu'on est tous conscients qu'il y aura toujours des risques faibles, moyens, élevés, dépendamment des circonstances de réanonymisation, ne faudrait-il pas penser à un cadre peut-être moins exigeant que celui pour les renseignements personnels, mais un cadre néanmoins pour qu'il y ait une certaine protection pour ces renseignements-là, même avant qu'ils soient réanonymisés?",POSITIVE,0.9067622423171997
10,"Alors, d'avoir un cadre réglementaire qui viendrait dire : Bon, bien, voici ce que vous pouvez ou ne pouvez pas faire avec, ça devient à peu près impossible comme exercice.",NEGATIVE,0.9581869840621948
10,"Et je veux assurer au député de Gouin, là, qu'on a réfléchi à cette question- là de façon assez intense qui nous ramène à dire : Bien, vous savez, c'est un petit peu comme dans bien d'autres situations, notre premier est souvent le meilleur.",POSITIVE,0.9727448225021362
10,Puis j'en arrive toujours à cette... puis j'en arrive toujours à la conclusion du libellé de l'article 28 actuellement.,NEGATIVE,0.9343439340591431
10,"Je vais laisser le débat se terminer sur l'amendement parce que, là, techniquement, on est encore sur l'amendement.",NEGATIVE,0.927747368812561
10,"Je ne crois pas, M. le Président.",NEGATIVE,0.9446887969970703
10,"Donc, peut-être qu'on pourrait disposer de l'amendement puis, après ça...",NEGATIVE,0.9664251804351807
10,De toute façon...,NEGATIVE,0.934485673904419
10,Mais c'est juste pour ce qui s'en vient.,NEGATIVE,0.9473218321800232
10,Ça serait un nouvel alinéa deux qui dirait...,NEGATIVE,0.945694088935852
10,"Puis prôner l'irréversibilité, c'est utopique.",NEGATIVE,0.9605312943458557
10,"Vous et moi, là, on n'est pas équipés pour faire ça, là.",NEGATIVE,0.9528155326843262
10,"On garde la notion d'irréversibilité parce qu'il des contextes où ça peut s'appliquer, mais c'est pour ça qu'on ajoute aussi la notion de raisonnable, parce que, moi, dans un cas... je travaille dans un contexte qui est le mien, et dans ce contexte-là, moi, je dois amener l'anonymisation aussi loin, ou donc aussi proche de l'irréversibilité qu'il est raisonnable de me le demander.",POSITIVE,0.9282722473144531
10,On ne va pas le marquer dans la loi.,NEGATIVE,0.9579089879989624
10,"Alors là, on vient faire écho à la réalité qu'on est conscients, comme législateurs, puis on le met dans la loi que ce n'est pas sûr à 100 %, 100 %, 100 %.",POSITIVE,0.9429014921188354
10,"C'est juste là, sous cet aspect-là, où j'y vois un atermoiement.",NEGATIVE,0.9513174891471863
