Jour,Phrase,Position,Score
9,"Non, je ne referai pas mon éditorial.",NEGATIVE,0.9871122241020203
9,"Le ministre pourrait me faire grief de l'avoir fait mais pourrait me donner le crédit de l'avoir fait, à l'époque, en trois, quatre minutes.",NEGATIVE,0.931303083896637
9,"Là, on vient jouer dans la version anglaise, puis ça me rend toujours très mal à l'aise.",NEGATIVE,0.9536629319190979
9,"Je suis persuadé que les gens qui font la traduction sont des femmes et des hommes hautement compétents, mais on vient, donc, amender le texte de loi.",NEGATIVE,0.9611929655075073
9,"Oui, là, c'est en bas de trois minutes.",NEGATIVE,0.9967271089553833
9,"Moi, je dirais deux minutes.",NEGATIVE,0.9771696925163269
9,"Oui, absolument.",POSITIVE,0.981696367263794
9,"Sur l'amendement, je n'ai pas de commentaire autre.",NEGATIVE,0.915210485458374
9,"Abstention, pardon.",NEGATIVE,0.9694748520851135
9,"Ceci étant dit, et je sais que c'est la volonté des collègues parlementaires, je pense qu'il y a une volonté de la Commission d'accès à l'information de travailler en accompagnement, de travailler en collaboration, en prévention.",POSITIVE,0.9167619347572327
9,"Parce qu'il faut bien comprendre, là, qu' une fois que le principe de l'évaluation, je dirais, le cadre de référence de l'évaluation, une fois qu'il est élaboré, qu'il est fait, réaliser l'évaluation, moi, je pense que ça peut aller de soi.",POSITIVE,0.9187548756599426
9,"Ça va se faire comment, ça, «une évaluation des facteurs relatifs à la vie privée»?",NEGATIVE,0.9192180037498474
9,Il y a quand même un minimum.,NEGATIVE,0.9503987431526184
9,On s'attend à quoi?,NEGATIVE,0.9473605751991272
9,"Peut-être, Me Miville-Deschênes peut compléter... bien, pas compléter, répondre, parce que je ne considère pas que j'ai répondu à votre question, là.",NEGATIVE,0.934475302696228
9,Tout à fait.,POSITIVE,0.9654862284660339
9,"Tout à fait, oui.",POSITIVE,0.9376021027565002
9,"Pour 67.2.1, pour moi, M. le Président, je pense, ça fait le tour.",NEGATIVE,0.9731569290161133
