Jour,Phrase,Position,Score
8,"Avec grand plaisir, M. le Président.",POSITIVE,0.9026180505752563
8,"C'est quoi, l'intention du ministre en termes de contenu?",NEGATIVE,0.9791399240493774
8,"On pourrait ouvrir ce débat-là sur est-ce que c'est souhaitable ou pas qu'il y ait des partenariats de recherche entre des universités publiques puis l'entreprise privée, mais ouvrons-le pas, là.",NEGATIVE,0.9924634695053101
8,"Dans le cas qui nous préoccupe, c'est la même chose, au sens où ce qui va faire qu'on va accepter l'utilisation de renseignements personnels ou non ne sera pas conditionné par le statut de ceux qui sont dans l'activité de recherche, mais bien par l'activité de recherche elle-même et des mesures de protection qui devront être prises et qui devront être respectées par tous, indifféremment qu'ils soient d'un organisme public, d'une université, d'un OBNL ou d'une entreprise privée.",POSITIVE,0.9270090460777283
8,Le ministre publie à la une liste d'États dont le régime juridique encadrant les renseignements personnels équivaut aux principes de protection des renseignements personnels applicable au Québec.» M. le Président : «Section II.1»... Donc... Ah non!,NEGATIVE,0.90060955286026
8,"Excusez, là, on n'est plus à l'article 27.",NEGATIVE,0.9055429697036743
8,"Oui, parfait.",POSITIVE,0.9659690856933594
8,"Parce que suspendre une portion d'un article... Oui, je comprends.",NEGATIVE,0.900178849697113
8,"Le problème avec l'article initial tel que libellé, c'est que, pour des entreprises du Québec qui font affaire avec des entreprises de l'Ontario, des États-Unis ou d'autres pays, cet article-là venait hypothéquer lourdement leur capacité à honorer les contrats et à faire de ce genre d'ententes là.",NEGATIVE,0.9186707735061646
8,"Et donc indépendamment du régime légal de l'État, nous, c'est cette façon-là qu'on a d'imposer notre régime de protection à nous.",POSITIVE,0.9103512167930603
8,"Tranquille, tranquille, c'est latent, c'est latent.",NEGATIVE,0.9896384477615356
8,"Alors, on n'aura pas d'enjeu, ceci dit, avec L'Anse-Saint-Jean?",NEGATIVE,0.9865915179252625
8,"Non, ça devrait être assez tranquille.",NEGATIVE,0.906386137008667
8,"On y avait été, mais je ne pense pas...",NEGATIVE,0.9044675230979919
8,"«Avant de communiquer à l'extérieur du Québec un renseignement personnel, un organisme doit procéder...» Donc, on a beaucoup vu, puis je pense qu'on a beaucoup bien travaillé sur les renseignements personnels qui sont collectés par les organismes publics, quand c'est par des moyens technologiques, d'autres renseignements qui peuvent être colligés, puis, après ça, on peut faire du profilage, et que ça peut être donné à des sous-traitants et tout ça.",POSITIVE,0.9043896198272705
8,"Et, à partir de là...",NEGATIVE,0.9039652943611145
8,"Là, je vous dis ça, mais vite de même, je n'ai pas beaucoup d'exemples.",NEGATIVE,0.9731061458587646
8,"Qu'est-ce qui s'en vient, là?",NEGATIVE,0.9807292819023132
8,Elle ne sortira pas.,NEGATIVE,0.9716102480888367
8,Elle ne sortira pas.,NEGATIVE,0.9716102480888367
8,"Bien, en fait, on a donné, je pense, une belle définition des renseignements sensibles dans le projet de loi n° 64, tout ce qui vous concerne du point de vue de la biométrie, les empreintes digitales, l'ADN, la reconnaissance faciale, la reconnaissance vocale.",POSITIVE,0.901638925075531
8,"Puis ça, ça ne sortira pas.",NEGATIVE,0.9878024458885193
8,"Ça, ça ne sortira pas.",NEGATIVE,0.9820324778556824
8,"Ça fait que… Ça, c'est exclu, totalement.",NEGATIVE,0.9704779982566833
8,"Alors, c'est : pas sensible ou peu sensible.",NEGATIVE,0.9569845795631409
8,C'est-u sérieux?,NEGATIVE,0.9000140428543091
8,"Excusez, là.",NEGATIVE,0.9546765089035034
8,Mon hamster ne fonctionnait pas très...,NEGATIVE,0.9139493107795715
8,"Non, on badine, mais... Ça n'a pas fonctionné.",NEGATIVE,0.997817873954773
8,"Non, c'est... Bien, il y avait un «stool», là, qui n'a pas embarqué pantoute.",NEGATIVE,0.9394375681877136
8,"Non, c'est ça.",NEGATIVE,0.9409819841384888
8,"On a un filet social tellement développé et unique en Amérique du Nord que nous avons accès, ne serait-ce que par le réseau de la santé, à une quantité d'informations qu'on n'a pas aux États-Unis puis qu'on a moins, même, ailleurs au Canada, je vous dirais, probablement, sous certains aspects.",POSITIVE,0.9383467435836792
8,Le ministre avait dit ça.,NEGATIVE,0.947043240070343
8,"J'ai parlé aux collègues, il y a quelques jours, de ce que la CNIL faisait, la CNIL, qui est l'équivalent français de la Commission d'accès à l'information, de ce qu'elle faisait avec les renseignements personnels, parce qu'un de ses mandats, c'est vraiment d'avoir cet environnement fermé, cloisonné et non connecté où on peut déverser un certain nombre d'informations, sensibles et moins sensibles, à des fins de recherche, disponibles autant pour des organismes publics que des organismes privés.",POSITIVE,0.9084604978561401
