Jour,Phrase,Position,Score
11,"Oui, oui, avec plaisir.",POSITIVE,0.9648908972740173
11,Vous me laisserez juste ajuster mon écran.,NEGATIVE,0.9394411444664001
11,"Bon,   excusez-moi.",NEGATIVE,0.9402851462364197
11,"Alors,   on   va   suspendre   un   petit   moment.",NEGATIVE,0.9613282680511475
11,"Non, on a vraiment, là...",NEGATIVE,0.9849803447723389
11,On a retiré la production par poste recommandée et par signification là aussi.,NEGATIVE,0.9835705757141113
11,N'importe quoi?,NEGATIVE,0.9953944683074951
11,"Ce   n'est   pas   le   cas   de   Desjardins,   là.",NEGATIVE,0.9265704154968262
11,"Là, on vise toute personne.",NEGATIVE,0.9054674506187439
11,Ça fait qu'on vise...,NEGATIVE,0.9025484323501587
11,"Que c'est que tu fais, là?",NEGATIVE,0.9897934198379517
11,"La commission, en vertu du législateur, elle n'a pas le droit de faire, exemple, de façon préventive... Ici, on semble la confiner à «lorsqu'un incident de confidentialité est porté à son attention».",NEGATIVE,0.9107309579849243
11,Mais après coup.,NEGATIVE,0.9787198901176453
11,Pas vraiment?,NEGATIVE,0.9825965762138367
11,"Puis on voit que ça n'a pas été très heureux dans l'histoire, là.",NEGATIVE,0.9852806925773621
11,Il a de l'air de quelque chose qui s'est passé de pas orthodoxe?,NEGATIVE,0.9325904250144958
11,"Alors, parfait.",POSITIVE,0.9559221863746643
11,"Elle fait juste enquête, mais elle ne peut pas émettre d'ordonnance.",NEGATIVE,0.9639267325401306
11,Ce n'est pas encore fait.,NEGATIVE,0.9082493185997009
11,"Encore une fois, c'est des présomptions.",NEGATIVE,0.9244502782821655
11,"Je n'ai pas de certitude, je ne peux pas dire qu'il y a eu un incident.",NEGATIVE,0.9522137641906738
11,Puis c'est correct.,NEGATIVE,0.9331516623497009
11,Puis c'est correct.,NEGATIVE,0.9331516623497009
11,"Bien, si on est dans l'urgence, non.",NEGATIVE,0.9833947420120239
11,"Bien, si on est dans l'urgence, non, pourquoi?",NEGATIVE,0.9016943573951721
11,"Même si on est dans l'urgence... Bien, parce que, là, ce que la commission peut faire...",NEGATIVE,0.9097784161567688
11,"Tu sais, dans le fond, il faut retourner au début de la chaîne.",NEGATIVE,0.9247817397117615
11,"Donc, au début de la chaîne, l'incident n'a pas besoin d'être avéré.",NEGATIVE,0.900554358959198
11,Je pense que la commission ne pourrait même pas faire ça.,NEGATIVE,0.981262743473053
11,"Puis   l'information,   ça   se transige à gauche puis à droite.",NEGATIVE,0.9283508658409119
11,"Ce sera... Quel serait le dommage d'ajouter «avéré ou potentiel», à part que d'ajouter un peu de clarté puis de fermer la porte?",NEGATIVE,0.968377947807312
11,Je pense que la commission a déjà assez de pouvoirs.,NEGATIVE,0.9197290539741516
11,C'est   juste   le   «sans   qu'elle   en   ait   été   informée   au préalable».,NEGATIVE,0.9691327810287476
11,"C'est juste dans la compréhension, là, on clarifie, là, puis c'est juste dans la compréhension de texte : sujet, verbe, complément.",POSITIVE,0.93593430519104
11,"«Sans qu'elle en ait été informée au préalable», c'est comme si... Sans qu'elle ait été informée de quoi?",NEGATIVE,0.9492010474205017
11,"Une fois que je vous conte l'histoire de même, on a tout compris, mais là c'est comme si on fait du Proust.",NEGATIVE,0.9751484394073486
11,"«Longtemps, je me suis couché...» C'est quoi, la première phrase?",NEGATIVE,0.9857711791992188
11,"Longtemps, je me suis couché tôt.",NEGATIVE,0.9528242945671082
11,"Oui, alors on va suspendre quelques instants.",NEGATIVE,0.9033203125
11,"Puis avec un lien que le monde clique, puis là pouf!",NEGATIVE,0.9335122108459473
11,"Est-ce qu'on devait préciser ici «transmission par tout moyen», comme l'autre, on l'a fait, là, «par tout moyen» ou ça n'ajouterait pas grand-chose?",NEGATIVE,0.900420069694519
11,"Alors, M. le Président, on est dans la même lignée où on reste dans l'évacuation de la notion de courrier.",NEGATIVE,0.9025381207466125
11,"Bien,   peut-être   une   petite   tentation,   mais   non,   non.",NEGATIVE,0.991987943649292
11,"Et, pour le reste, l'article 137 de la Loi sur l'accès aux documents des organismes publics   et   sur   la   protection   des   renseignements   personnels   est   modifié...   il   est également modifié, pardon, afin de prévoir que la Commission d'accès à l'information peut   circonscrire   la   demande   d'un   requérant   ou   prolonger   le   délai   dans   lequel   le public doit y répondre.",NEGATIVE,0.9059823155403137
11,"C'était «request» partout, sauf que, là... O.K.",NEGATIVE,0.9842958450317383
11,"Bien, là-dessus, puis je veux dire, je vais donner écho à ce que le collègue dit,   là,   dans   la   mesure   où   c'est   humainement   possible,   j'en   suis.",POSITIVE,0.9045389294624329
11,"J'entends ça, puis j'entends l'ouverture puis la volonté du collègue, puis je veux lui dire qu'on s'inscrit dans la même volonté.",POSITIVE,0.9369194507598877
11,"Maintenant, si on avait rajouté, en plus, le volet accès à l'information à l'actuel projet de loi, là, ça aurait été un mastodonte épouvantable, là.",NEGATIVE,0.9670882821083069
11,"De mettre ce principe-là, ça aurait pu changer certaines analyses puis certains paradigmes et de reviser certains articles.",NEGATIVE,0.9424079656600952
11,"Ça ne sera pas la réforme souhaitée, mais au moins ça va être deux, trois petits coups de vis, là, ce seraient huit, 10, 12 articles.",NEGATIVE,0.9449464678764343
11,"Si on a une bonne catégorisation de l'information, bien là on s'en va dans des notions, par exemple, de données ouvertes.",NEGATIVE,0.9462572932243347
11,"Et   donc   toute   la   notion   de   demande   d'accès   à   l'information commence à être une notion qui est périmée, là, qui est périmée.",NEGATIVE,0.9875144958496094
11,C'est intrinsèquement lié.,POSITIVE,0.9479292631149292
11,"Et donc, de plus en plus, le prisme avec lequel on va travailler l'information, la donnée, bien, ce prisme- là, il va être le prisme du numérique.",POSITIVE,0.930050253868103
11,"Et la façon dont on va utiliser, transmettre ou rendre accessible l'information est intrinsèquement conditionnée par l'univers numérique.",POSITIVE,0.9204290509223938
11,"Il   reste   deux   sessions parlementaires à part celle-ci, là.",NEGATIVE,0.9423307776451111
11,"Puis   je comprends,   là,   la   règle   parlementaire,   puis   je   comprends   la   composition   de l'Assemblée, puis je comprends tout ça, là, mais, au-delà de ça, là, je pense qu'il y a une obligation, comme législateurs, de voir le Québec aujourd'hui, dans un an, dans deux   ans,   dans   10 ans,   dans   20 ans.",POSITIVE,0.9360977411270142
11,"Et   le   collègue   pourra   valider, mais, à cette même commission, j'ai dit et je répète que, si on fait une loi sur la protection des renseignements personnels qui est à ce point contraignante que les renseignements personnels ne peuvent pas circuler autant qu'ils le devraient, on n'a pas fait notre job, là.",NEGATIVE,0.9897201657295227
11,"Donc, même au niveau des renseignements personnels, cette mobilité-là, cet accès-là, il doit exister, parce qu'au final le résultat de tout ça, ce n'est pas juste une question de transparence, c'est une question de service public.",POSITIVE,0.9450280666351318
11,"C'est quoi, ça?",NEGATIVE,0.9844344258308411
11,"Mais   le   collègue   de   La Pinière   pourra   en   témoigner,   même,   et   il   l'a   fait   avec beaucoup d'éloquence, ceci étant dit, sur le fait que, même dans notre réseau de la santé, l'incapacité à l'information de circuler est une hypothèque aux services à la population, et une hypothèque majeure.",POSITIVE,0.9332290887832642
11,"Donc, ça aussi, ça a occupé pas mal de temps.",NEGATIVE,0.9739137291908264
11,Puis   ce   n'est   pas...,NEGATIVE,0.911439061164856
11,"Merci pour l'échange, merci.",POSITIVE,0.903022050857544
11,"Je   ne   vous souhaite pas ça dans votre couple, là, ça veut dire que le dialogue... Non, ça ne va plus bien.",NEGATIVE,0.9850790500640869
11,"Non,   non,   non,   ni   moi   non   plus,   malgré   mes   nombreuses   pensions alimentaires.",NEGATIVE,0.9952451586723328
11,"Là, on dit : La commission... Bon, la loi disait déjà : «La commission peut refuser ou cesser d'examiner une affaire si elle a des motifs raisonnables de croire que la demande est frivole ou faite de mauvaise foi», tout ça.",NEGATIVE,0.9581543803215027
11,"Bien,   ce   n'est   pas   nécessaire,   là.",NEGATIVE,0.984795331954956
11,"En fait, je recule un petit instant.",NEGATIVE,0.9271034598350525
11,"moi, je pense qu'il n'est pas accessible.",NEGATIVE,0.9400941729545593
11,"Non, non, ils prennent des dossiers puis...",NEGATIVE,0.9705570340156555
11,"Absolument, oui, oui.",POSITIVE,0.9736388921737671
11,"Là, on ajoute ça.",NEGATIVE,0.9434704184532166
11,"Puis ça, c'est... ou on va l'amender plus loin?",NEGATIVE,0.9557031393051147
11,Abstention M. Bachand (Richmond)?,NEGATIVE,0.9224061965942383
11,"Je   vais...   Pas   à   ma   connaissance,   mais   je   vais   laisser   Me Miville- Deschênes compléter cette réponse.",NEGATIVE,0.9351233243942261
11,"Puis ce qui est là est là, on ne le change pas.",POSITIVE,0.9192513823509216
11,"Maintenant, la partie contestation, elle, elle n'existera plus.",NEGATIVE,0.9366023540496826
11,"Alors, je fais exprès, là.",NEGATIVE,0.9349449276924133
11,Je zigonne.,NEGATIVE,0.9339854717254639
11,On va dire...,NEGATIVE,0.9154449105262756
11,"Là, là, vraiment, là, je pousse, et je pousse, et  je pousse le bouchon profondément.",POSITIVE,0.9192013144493103
11,"Autrement dit, là, il y'en a-tu un des deux qu'on est obligé d'engager des dépenses judiciaires avec un avocat, puis tout le reste, alors qu'en appel... Et c'est sûr, ça, en appel, on ne peut pas aller à la Cour d'appel de même, là, sans avoir l'appui des... en tout cas, sans être... sans avoir vraiment mis les avocats dedans, là, c'est des sous.",NEGATIVE,0.9326252937316895
11,"Non, non, en Cour du Québec.",NEGATIVE,0.9087579846382141
11,"Oui, mais là il y a un bout que je ne comprends pas, là.",NEGATIVE,0.9670694470405579
11,"Non, mais là on rajoute...",NEGATIVE,0.967362642288208
11,"C'est moi qui ne comprends pas, là.",NEGATIVE,0.9429924488067627
11,"C'est quoi, la... Qu'est-ce que la phrase vient ajouter à l'existant, là?",NEGATIVE,0.9858624339103699
11,Ah bon!,NEGATIVE,0.9885798096656799
11,"Ah bon, ah bon, ah bon!",NEGATIVE,0.9801611304283142
11,"En fait, là, on est sur l'amendement, hein?",NEGATIVE,0.9040204286575317
11,"Je vais laisser... Ma question est sur l'article, en fait.",NEGATIVE,0.9425195455551147
11,"Je n'ai pas été là... tout le monde le sait, là, je n'ai pas pu être présent à chacune des séances de la commission.",NEGATIVE,0.9735170006752014
11,"Puis je me rappelle de l'argumentaire qui avait été évoqué à ce moment-là, la grosseur de l'organisation.",NEGATIVE,0.9093700647354126
11,"Maintenant, là, on est ailleurs.",NEGATIVE,0.9661186337471008
11,"Puis ça, je pense que ça tombe sous le sens.",NEGATIVE,0.9966333508491516
11,"Et le pouvoir réglementaire nous permet de nous adapter à des situations, qui se présenteront à nous, qu'on n'avait justement pas prévues.",POSITIVE,0.9388909935951233
11,"Ça   n'a   pas d'allure, il y a des ordres professionnels qui sont... qui n'ont presque pas de membres.",NEGATIVE,0.9671206474304199
11,Puis c'est correct.,NEGATIVE,0.9331516623497009
11,"Puis,   en   fait,   deux   choses.",NEGATIVE,0.9653578996658325
11,"Pour moi, ça amène une capacité d'adaptation, le règlement, que la loi n'a pas.",POSITIVE,0.9504912495613098
11,"Donc, de la même façon que j'étais plutôt partisan de garder ça par pouvoir réglementaire aux articles précédents, par cohérence de mon propos, je demeure convaincu que, de façon réglementaire, c'est encore la meilleure façon de procéder   pour   garder   cette   souplesse-là   et   cette   capacité   à   s'adapter   aux   cas   qui pourront se présenter dans le futur.",POSITIVE,0.9057735800743103
11,C'est important.,POSITIVE,0.9556128978729248
11,J'ai oublié la...,NEGATIVE,0.9521505236625671
11,"J'ai oublié... Oui, mais là j'ai fait... Oui, bon, j'ai oublié l'Outaouais,   Gatineau.",NEGATIVE,0.9519199728965759
11,"Bien, oui, mais, comme j'ai dit, tu sais, on a eu le débat à 8, 8.1.",NEGATIVE,0.9008491039276123
