Jour,Phrase,Position,Score
16,"Ça, ça devient, donc, un autre des critères qui sera utilisé par l'entreprise pour évaluer le préjudice, dans le fond?",NEGATIVE,0.903148353099823
16,"Là, je ne sais pas si c'est...",NEGATIVE,0.9679082036018372
16,"Les mots ayant une importance, là, je vais me servir de l'amendement pour poser les questions que j'aurais posées s'il n'y avait pas eu d'amendement, puis ça va revenir au même, là.",NEGATIVE,0.9535543918609619
16,"Oui, oui, oui.",POSITIVE,0.9149108529090881
16,"Maintenant, diffusion, là, ça englobe quoi sur le plan légal?",NEGATIVE,0.9642685651779175
16,"J'essaie de préciser, là, parce que j'aurais posé la question, là.",NEGATIVE,0.9181780815124512
16,"Bien, en fait, non... Bien, je peux revenir quand même, mais je le fais quand même ici, là.",NEGATIVE,0.923854410648346
16,Pas nécessairement.,NEGATIVE,0.9039064645767212
16,"Oui, mais il faut que je comprenne c'est quoi, la diffusion, pareil.",NEGATIVE,0.9697176814079285
16,"Mais, ceci étant dit, on peut en discuter maintenant, M. le député, moi, je n'ai pas d'enjeu.",NEGATIVE,0.9356542229652405
16,"Là, vraiment, je fais exprès, là.",NEGATIVE,0.9621741771697998
16,"Non, non, mais c'est correct.",NEGATIVE,0.9493444561958313
16,"Là, ça fait partie de la diffusion?",NEGATIVE,0.9322786927223206
16,"C'est que, pour vivre, il faut respirer, puis, quand on respire, on est vivant.",POSITIVE,0.9593545794487
16,"C'est correct, ça, ça va, mais là, la diffusion, là, ici, là, c'est n'importe quoi qui est multiplié, on va le dire comme ça, mettons, dans l'espace public.",NEGATIVE,0.9977439641952515
16,Une entreprise de...,NEGATIVE,0.9235255718231201
16,"Je le cherche, là, je m'excuse.",NEGATIVE,0.970547616481781
16,"Bon, na, na, na.",NEGATIVE,0.9660701155662537
16,Pourquoi la rédaction du commentaire...,NEGATIVE,0.96834397315979
16,Puis je m'excuse si ça a semé de la...,NEGATIVE,0.9217352867126465
16,"Je vous présente mes excuses, parce que je ne peux pas m'excuser moi- même.",NEGATIVE,0.9470981955528259
