Jour,Phrase,Position,Score
19,On ne demandera pas de...,NEGATIVE,0.9058082699775696
19,"mais on a une option de la renouveler telle quelle, correct, bien, on va la renouveler telle quelle, mais on va ajouter ça, ça, ça... Non.",NEGATIVE,0.9888049364089966
19,Mais on donne un gap de deux ans.,NEGATIVE,0.9735124707221985
19,On ne l'a pas reçu.,NEGATIVE,0.9278439283370972
19,"Et, juste pour me rafraîchir... Donc, le fameux article 21 de la loi, qui visait l'article 67, qu'en avons-nous fait?",NEGATIVE,0.9291741251945496
19,"Parfait, c'est beau.",POSITIVE,0.9907081127166748
19,"Donc, c'était suspendu.",NEGATIVE,0.9503850936889648
19,"Il est supprimé, mais il n'est pas plus donné.",NEGATIVE,0.9357674717903137
19,Je le garde.,POSITIVE,0.9593377113342285
19,"Et, si on conserve un lien juridique ou un lien contractuel, je le garde, parce qu'éventuellement ça pourra servir à une prestation de services, mais, si on ne conserve pas de lien juridique, de lien contractuel, je le supprime.",NEGATIVE,0.9880995154380798
19,"Oui, oui, oui.",POSITIVE,0.9149108529090881
19,"Bien, vite de même, je... Non.",NEGATIVE,0.9948157668113708
19,On n'a pas d'exemple du tout?,NEGATIVE,0.9757009148597717
19,"Je ne vois pas, là.",NEGATIVE,0.9865375757217407
19,"Ceci étant dit, comme je vous dis, puis, bon, je n'ai pas, non, effectivement d'exemple.",NEGATIVE,0.9005740880966187
19,... Non.,NEGATIVE,0.9925249814987183
19,"Sur division, donc... Bien, sur division, c'est contre.",NEGATIVE,0.9769814610481262
19,On a le même résultat.,NEGATIVE,0.9482616782188416
19,"Donc, M. le Président, c'est exactement un copier-coller de ce qu'on vient de faire.",NEGATIVE,0.99237459897995
19,"Là, on était à 36.1.",NEGATIVE,0.932830274105072
19,"Attendez, je vais me démêler.",NEGATIVE,0.941222071647644
19,C'est quoi l'amendement?,NEGATIVE,0.9493445754051208
19,"Donc, il ne pouvait pas faire... O.K.",NEGATIVE,0.9376987218856812
19,C'est correct.,NEGATIVE,0.9439950585365295
19,"À ce niveau-là, c'est...",NEGATIVE,0.9833807945251465
19,Mais là on a amendé...,NEGATIVE,0.9155545234680176
19,Tu ne veux pas aller à la quincaillerie.,NEGATIVE,0.9352701306343079
19,Tu ne veux pas.,NEGATIVE,0.9074299335479736
19,Tu ne veux pas.,NEGATIVE,0.9074299335479736
19,"J'allais dire un mot commençant en g, un deux-par-trois.",NEGATIVE,0.913144052028656
19,"Qu'est-ce qu'on fait ici, dans le fond?",NEGATIVE,0.9881799221038818
19,"Puis la Commission d'accès à l'information arrivait là-dedans pour avaliser les protocoles, puis ce n'était pas...",NEGATIVE,0.9042551517486572
19,"On n'a pas besoin... Non, non.",NEGATIVE,0.97358238697052
19,...que ce que les articles qu'on propose font.,NEGATIVE,0.9623470306396484
19,"Juste pour ma gouverne, l'Institut de la statistique du Québec, puis ça mon collègue de La Pinière doit être très au fait de ça, mais moi, je ne le suis pas, elle a accès à quoi comme données, renseignements personnels?",NEGATIVE,0.9728941917419434
