Jour,Phrase,Position,Score
12,"Pour la Commissaire à la santé, là.",NEGATIVE,0.9446093440055847
12,"Oui, tout à fait.",POSITIVE,0.9223586916923523
12,"Oui, bien, en fait, ce qui a été demandé par la Commissaire à la santé puis qui a été, je vous dirais, là, qui semble être un point de vue partagé par les différents organismes qui sont parties prenantes, c'est de permettre à la Commissaire à la santé de conserver certains renseignements qu'elle a en sa possession présentement et qui normalement, à la fin du mandat qui lui est dévolu, devraient être détruits... ... Oui, détruits, renseignements détruits, de sorte qu'elle puisse, dans l'application de la loi, de sorte qu'elle puisse se servir de ces renseignements-là pour remplir son mandat qui vise, là, bon, à évaluer la performance du système, l'efficacité des programmes, la qualité des soins, etc. Donc, ça lui permet d'avoir cette banque d'information là, espèce de mémoire institutionnelle qui lui permet de faire les analyses qui sont dans son mandat en vertu de l'article 2 de la loi qui la constitue, qui crée le poste de Commissaire à la santé et au bien-être.",POSITIVE,0.9234046936035156
12,"Je ne sais pas si l'explication est claire, là.",NEGATIVE,0.9672341346740723
12,"Non, non, non, au contraire.",NEGATIVE,0.9966478943824768
12,"Non, le... Oui, le ministre lit bien, dans mes yeux, mon état oculaire, mais pas la finalité de mon état oculaire.",NEGATIVE,0.9610544443130493
12,"Là, le ministre me répond que ça, c'est pour l'existant.",NEGATIVE,0.9375461339950562
12,"Je ne suis pas sûr que c'est une bonne chose, là, moi.",NEGATIVE,0.9911497831344604
12,"Je veux juste être sûr, l'article dans la loi sur... Non, non.",NEGATIVE,0.9556742906570435
12,"Ou l'inverse, là.",NEGATIVE,0.913813591003418
12,"76 change quel article pour faire ça, là?",NEGATIVE,0.9725121855735779
12,"De la loi... Oui, mais là il y a des... O.K.",NEGATIVE,0.9166417121887207
12,Je ne vois pas cette phrase-là.,NEGATIVE,0.9255786538124084
12,Je suis désolé.,NEGATIVE,0.9246185421943665
12,"Puis je n'implique, je n'insinue... Et je n'implique aucune intention, là.",NEGATIVE,0.9138250946998596
12,"Non, non, non.",NEGATIVE,0.9973886609077454
12,C'est correct.,NEGATIVE,0.9439950585365295
12,Très bien.,POSITIVE,0.9973982572555542
12,"Ce qui n'est pas bon du tout pour mon ego, je vais être honnête avec vous.",NEGATIVE,0.9952658414840698
12,"C'est bon, c'est bon, d'utiliser la ligne de vie.",POSITIVE,0.9361029863357544
12,"Je n'ai pas réussi, hein?",NEGATIVE,0.9838938117027283
12,"Non, parce que... Non, même pas?",NEGATIVE,0.9957972764968872
12,"Là, là, je vais vous le dire tout de suite, là, je ne suis pas d'accord.",NEGATIVE,0.9960826635360718
12,"Je ne vois pas pourquoi cette institution-là aurait, à la limite, une duplication de la base de données de la RAMQ et autre chose.",NEGATIVE,0.9276748895645142
12,"Parfait, qu'on lui donne un mandat, mais qu'ils vivent leur vinaigrette, là.",NEGATIVE,0.934433102607727
12,"Mais, moi, je ne suis pas d'accord.",NEGATIVE,0.9016473889350891
12,"Puis je me permets, puis je ne veux pas...",NEGATIVE,0.9592201113700867
12,"Mais le mandat de la Commissaire à la santé et au bien-être, c'est de faire des analyses, oui, c'est vrai, de donner des avis, oui, c'est vrai, mais aux fins d'améliorer la santé et le bien-être de la population, le commissaire est responsable d'apprécier le résultat de l'atteinte des systèmes de santé et des services sociaux en prenant compte de l'ensemble des éléments systémiques interactifs, fournit à la population les éléments nécessaires à une compréhension globale.",POSITIVE,0.9628441333770752
12,"Et on peut penser, puis c'est ce que la Commissaire à la santé et au bien-être nous dit, on peut penser que d'avoir accès à des données, qu'elle a déjà eues en sa possession, qu'elle a déjà manipulées et pour lesquelles elle pense qu'il y a un intérêt à produire des analyses qui sont plus précises, qui sont plus granulaires — j'aime tellement utiliser cette expression-là, je suis content de l'avoir placée — ça fait en sorte que le travail qu'elle va faire, puis les analyses qu'elle va produire vont être plus précises, plus pertinentes, plus ancrées dans une certaine longévité.",POSITIVE,0.9321090579032898
12,Puis donc elle recommence un peu à zéro à chaque fois.,NEGATIVE,0.9787610769271851
12,Elle repart de zéro à chacun de ses mandats.,NEGATIVE,0.9831238985061646
12,"Et en plus, là, on voudrait, par l'amendement, lui permettre de tout garder.",NEGATIVE,0.9375954270362854
12,"Et on l'a vu dans le passé, ce biais-là.",NEGATIVE,0.9286864399909973
12,"Non, non, non, là.",NEGATIVE,0.9844565987586975
12,Ce n'est pas ça.,NEGATIVE,0.9376233816146851
12,"Ce n'est pas ça du tout, là.",NEGATIVE,0.989316463470459
12,"Moi, j'ai un problème avec ça.",NEGATIVE,0.9595369696617126
12,"Puis je ne le conteste pas, ce n'est pas ça, l'enjeu.",NEGATIVE,0.9275719523429871
12,"L'enjeu, ici, là, c'est que : à qui donne-t-on, depuis quand on peut donner à une entité comme ça, là, individuelle, pas des pairs, accès à tout et on peut garder?",POSITIVE,0.9459167122840881
12,"Il n'y a plus personne, là.",NEGATIVE,0.9491294026374817
12,"Je suis moins confortable avec la potentielle, à long terme, duplication de tout, puis même à court terme.",NEGATIVE,0.9834794998168945
12,"À court terme, elle pourrait tout dupliquer.",NEGATIVE,0.9400374889373779
12,"Parce que, là, je n'ai toujours pas de réponse à ma question.",NEGATIVE,0.986488401889801
12,Je ne le vois pas.,NEGATIVE,0.9475135207176208
12,Il n'y a pas de débat.,NEGATIVE,0.9445065855979919
12,Je ne les ai même pas insinués.,NEGATIVE,0.9906336069107056
12,"Non, non, bien là, à mon tour d'invoquer l'article, que je ne sais pas moi non plus lequel.",NEGATIVE,0.9448668360710144
12,"Puis ce que mon collègue de La Pinière dit, c'est qu'à partir de là elle va se constituer une banque qui est très importante, une banque d'informations très importante, parce qu'au fil des mandats elle va collecter différentes informations qu'elle va conserver, archiver.",POSITIVE,0.946422815322876
12,"Actuellement, puis le député de La Pinière les connaît aussi bien, sinon mieux que moi, l'état de nos systèmes d'information fait que cette méthode-là doit être utilisée.",POSITIVE,0.9101343154907227
12,Je désapprouve ça.,NEGATIVE,0.9659020304679871
12,"Si on veut qu'elle ait des analyses au niveau de la performance, de l'efficacité des programmes, des soins, du système, il faut qu'elle ait accès à des données d'archivage, il faut qu'elle puisse avoir un étalon de mesure qui est plus large.",POSITIVE,0.9355103373527527
12,"M. le Président, il me reste quoi, là, moins de 30 secondes, là?",NEGATIVE,0.9791358113288879
12,"O.K., juste... Parce qu'il reste très peu de temps, on va suspendre...",NEGATIVE,0.9568573832511902
12,"Bon, ça va être plus simple.",NEGATIVE,0.9290542006492615
12,J'y ai pratiquement vu une insinuation que les oppositions avaient quelque chose à voir là-dedans.,NEGATIVE,0.9170592427253723
12,"Là, là, on a un ministère, qu'on pourrait amalgamer à une institution qui est un commissaire, qui a une banale banque de données d'accès aux garderies et puis qui se fait hacker.",NEGATIVE,0.9043592214584351
12,"Moi, je dis simplement, M. le Président, que, par exemple, là, puis là je vais mettre vraiment, vraiment mon point sur un gros i, là, l'institution, là, au Québec, là, dans le périmètre gouvernemental, qui a le meilleur dossier en matière de protection de la donnée, c'est la RAMQ.",POSITIVE,0.9189258217811584
12,"Je dis juste qu'il y en a une, institution, là, qui a un «track record», là, de données sensibles hyperimportant, très bon, très bon «track record», c'est impeccable.",POSITIVE,0.9916633367538452
12,"Puis le problème qu'on a, c'est qu'il n'y a pas quelqu'un de compétent partout pour faire la job, là.",NEGATIVE,0.9442326426506042
12,"Puis le problème qu'on a, c'est qu'il n'y a pas quelqu'un de compétent partout pour faire la job, là.",NEGATIVE,0.9442326426506042
12,"Moi, là, dupliquer des données, là, écoutez, M. le Président, là, rien que de le dire, ça m'énerve, ça m'horripile.",NEGATIVE,0.9295561909675598
12,Je ne peux même pas penser qu'on va faire ça.,NEGATIVE,0.9758185148239136
12,"Ce n'est pas ça que je fais du tout, là.",NEGATIVE,0.9770798683166504
12,"Est-ce que ça va être possible, dans un encadrement très précis, très normé, très transparent, très vérifiable, très tout, pour la confiance du public?",POSITIVE,0.9675005674362183
12,"Ça, pour moi, là, ça n'a aucun sens.",NEGATIVE,0.9989873766899109
12,"Non, c'est sûr que non, là.",NEGATIVE,0.9664307236671448
12,"En général, ses allusions ne sont pas subtiles.",NEGATIVE,0.9854341745376587
12,"Ce n'est pas une intention, je constate le passé.",NEGATIVE,0.9235801696777344
